iter	Passed	Remaining
135	3624	23025
136	3649	22989
137	3676	22965
138	3705	22950
139	3730	22915
140	3755	22876
141	3780	22843
142	3804	22801
143	3830	22770
144	3858	22751
145	3883	22716
146	3908	22677
147	3938	22671
148	3963	22638
149	3989	22608
150	4018	22591
151	4044	22562
152	4070	22531
153	4096	22505
154	4123	22479
155	4148	22446
156	4174	22413
157	4200	22383
158	4226	22353
159	4251	22318
160	4278	22297
161	4302	22257
162	4332	22248
163	4363	22245
164	4390	22218
165	4415	22183
166	4442	22160
167	4468	22129
168	4494	22098
169	4519	22065
170	4542	22023
171	4566	21982
172	4592	21951
173	4616	21917
174	4643	21892
175	4670	21864
176	4697	21841
177	4723	21813
178	4748	21779
179	4774	21750
180	4800	21721
181	4825	21688
182	4849	21651
183	4875	21623
184	4901	21592
185	4928	21567
186	4953	21536
187	4979	21506
188	5005	21480
189	5032	21452
190	5057	21423
191	5084	21395
192	5110	21366
193	5136	21338
194	5162	21313
195	5188	21281
196	5214	21254
197	5241	21230
198	5268	21205
199	5292	21170
200	5319	21144
201	5347	21126
202	5373	21095
203	5401	21075
204	5427	21048
205	5453	21020
206	5480	20996
207	5506	20965
208	5533	20943
209	5558	20910
210	5583	20880
211	5609	20851
212	5636	20824
213	5661	20794
214	5688	20769
215	5714	20742
216	5738	20707
217	5768	20690
218	5794	20663
219	5822	20644
220	5847	20611
221	5872	20579
222	5899	20555
223	5923	20521
224	5949	20492
225	5972	20455
226	5998	20427
227	6024	20397
228	6052	20376
229	6077	20345
230	6101	20313
231	6126	20281
232	6152	20253
233	6177	20220
234	6203	20192
235	6226	20156
236	6253	20132
237	6280	20109
238	6307	20083
239	6334	20058
240	6358	20025
241	6386	20003
242	6412	19975
243	6440	19954
244	6466	19928
245	6491	19897
246	6518	19871
247	6543	19842
248	6570	19816
249	6596	19790
250	6622	19763
251	6651	19744
252	6677	19715
253	6702	19685
254	6727	19653
255	6752	19625
256	6778	19595
257	6804	19568
258	6830	19540
259	6854	19510
260	6880	19480
261	6904	19449
262	6931	19424
263	6957	19396
264	6982	19365
265	7008	19339
266	7033	19308
267	7059	19282
268	7085	19253
269	7110	19225
270	7135	19194
271	7159	19162
272	7187	19140
273	7213	19112
274	7240	19088
275	7267	19063
276	7292	19034
277	7319	19009
278	7347	18988
279	7373	18960
280	7399	18933
281	7423	18902
282	7449	18874
283	7474	18843
284	7500	18818
285	7525	18786
286	7550	18757
287	7576	18730
288	7601	18702
289	7626	18672
290	7652	18644
291	7679	18620
292	7705	18592
293	7731	18566
294	7757	18538
295	7780	18505
296	7807	18480
297	7833	18453
298	7861	18430
299	7887	18405
300	7914	18379
301	7939	18350
302	7965	18324
303	7991	18297
304	8020	18276
305	8045	18247
306	8073	18224
307	8099	18198
308	8127	18175
309	8154	18151
310	8182	18126
311	8209	18102
312	8236	18078
313	8262	18050
314	8287	18022
315	8313	17994
316	8339	17968
317	8364	17937
318	8388	17908
319	8415	17882
320	8439	17852
321	8467	17829
322	8492	17799
323	8517	17770
324	8544	17746
325	8570	17718
326	8595	17689
327	8621	17662
328	8648	17637
329	8673	17610
330	8698	17581
331	8726	17557
332	8751	17529
333	8777	17503
334	8805	17478
335	8832	17454
336	8858	17428
337	8886	17404
338	8910	17374
339	8938	17352
340	8966	17328
341	8992	17302
342	9019	17277
343	9044	17248
344	9070	17220
345	9094	17191
346	9120	17162
347	9145	17134
348	9171	17107
349	9195	17077
350	9220	17048
351	9246	17022
352	9271	16993
353	9298	16968
354	9324	16941
355	9350	16914
356	9374	16885
357	9403	16863
358	9430	16838
359	9455	16809
360	9481	16783
361	9509	16759
362	9536	16734
363	9561	16706
364	9588	16681
365	9615	16656
366	9640	16627
367	9667	16603
368	9694	16578
369	9720	16551
370	9746	16524
371	9771	16496
372	9798	16470
373	9822	16441
374	9846	16411
375	9872	16384
376	9897	16355
377	9922	16327
378	9947	16299
379	9972	16271
380	9999	16245
381	10025	16218
382	10052	16194
383	10076	16164
384	10102	16138
385	10127	16109
386	10155	16086
387	10183	16063
388	10207	16032
389	10231	16003
390	10259	15980
391	10286	15953
392	10312	15927
393	10338	15900
394	10364	15874
395	10389	15845
396	10412	15815
397	10437	15787
398	10465	15763
399	10491	15736
400	10517	15711
401	10544	15685
402	10571	15660
403	10597	15633
404	10622	15606
405	10648	15579
406	10678	15558
407	10705	15532
408	10731	15507
409	10757	15480
410	10786	15458
411	10811	15430
412	10837	15403
413	10863	15376
414	10889	15350
415	10916	15325
416	10945	15302
417	10971	15275
418	10995	15247
419	11023	15222
420	11049	15195
421	11077	15171
422	11103	15145
423	11129	15119
424	11156	15093
425	11186	15072
426	11210	15043
427	11235	15015
428	11260	14987
429	11284	14958
430	11312	14934
431	11337	14907
432	11364	14881
433	11389	14853
434	11416	14828
435	11442	14801
436	11467	14773
437	11492	14746
438	11519	14721
439	11544	14693
440	11571	14667
441	11596	14640
442	11622	14613
443	11649	14587
444	11675	14561
445	11702	14535
446	11727	14509
447	11754	14483
448	11780	14456
449	11806	14430
450	11831	14402
451	11858	14376
452	11884	14351
453	11910	14324
454	11937	14298
455	11964	14273
456	11991	14247
457	12019	14223
458	12046	14198
459	12075	14175
460	12102	14149
461	12128	14123
462	12152	14095
463	12179	14069
464	12204	14041
465	12230	14015
466	12257	13989
467	12283	13963
468	12309	13936
469	12335	13910
470	12363	13886
471	12391	13861
472	12418	13836
473	12444	13809
474	12469	13782
475	12496	13756
476	12521	13729
477	12548	13703
478	12575	13678
479	12601	13651
480	12627	13625
481	12653	13598
482	12678	13571
483	12704	13544
484	12730	13517
485	12755	13490
486	12783	13465
487	12809	13439
488	12836	13414
489	12862	13387
490	12885	13357
491	12909	13329
492	12934	13301
493	12961	13276
494	12987	13249
495	13011	13221
496	13038	13196
497	13065	13170
498	13093	13146
499	13118	13118
500	13146	13093
501	13172	13067
502	13198	13040
503	13223	13013
504	13249	12987
505	13275	12960
506	13302	12935
507	13330	12911
508	13357	12884
509	13384	12859
510	13410	12833
511	13435	12805
512	13461	12779
513	13487	12752
514	13513	12726
515	13538	12699
516	13563	12671
517	13591	12646
518	13617	12620
519	13645	12595
520	13672	12570
521	13698	12543
522	13728	12521
523	13757	12497
524	13783	12470
525	13806	12441
526	13837	12419
527	13865	12395
528	13891	12368
529	13916	12341
530	13944	12315
531	13969	12288
532	13998	12265
533	14023	12237
534	14052	12213
535	14078	12187
536	14103	12159
537	14128	12132
538	14154	12105
539	14178	12078
540	14203	12050
541	14235	12028
542	14260	12001
543	14296	11984
544	14325	11959
545	14351	11933
546	14378	11907
547	14405	11881
548	14432	11855
549	14457	11829
550	14483	11802
551	14508	11775
552	14535	11749
553	14563	11724
554	14587	11696
555	14613	11670
556	14641	11644
557	14666	11617
558	14691	11590
559	14717	11564
560	14744	11537
561	14772	11512
562	14798	11486
563	14825	11460
564	14853	11436
565	14879	11409
566	14905	11383
567	14933	11358
568	14959	11331
569	14985	11304
570	15012	11279
571	15040	11254
572	15067	11228
573	15095	11203
574	15121	11176
575	15149	11151
576	15175	11124
577	15201	11098
578	15226	11071
579	15256	11047
580	15283	11022
581	15308	10994
582	15335	10969
583	15362	10943
584	15386	10915
585	15412	10888
586	15437	10861
587	15462	10834
588	15486	10806
589	15514	10781
590	15539	10753
591	15565	10727
592	15590	10700
593	15617	10674
594	15645	10649
595	15670	10622
596	15696	10595
597	15720	10568
598	15746	10541
599	15771	10514
600	15798	10488
601	15825	10462
602	15850	10435
603	15876	10408
604	15903	10383
605	15927	10355
606	15951	10327
607	15977	10301
608	16005	10275
609	16032	10250
610	16056	10222
611	16081	10195
612	16108	10169
613	16132	10141
614	16159	10115
615	16184	10088
616	16210	10062
617	16236	10036
618	16261	10009
619	16289	9983
620	16316	9958
621	16341	9930
622	16367	9904
623	16393	9877
624	16419	9851
625	16443	9824
626	16469	9797
627	16494	9770
628	16519	9743
629	16544	9716
630	16571	9690
631	16597	9664
632	16624	9638
633	16650	9611
634	16677	9586
635	16703	9560
636	16729	9533
637	16755	9506
638	16778	9478
639	16806	9453
640	16832	9427
641	16858	9401
642	16884	9374
643	16909	9347
644	16937	9322
645	16964	9296
646	16989	9269
647	17013	9241
648	17040	9216
649	17067	9190
650	17093	9163
651	17118	9136
652	17145	9110
653	17171	9084
654	17198	9058
655	17222	9031
656	17248	9004
657	17277	8979
658	17302	8953
659	17328	8926
660	17354	8900
661	17379	8873
662	17406	8847
663	17432	8821
664	17458	8794
665	17487	8769
666	17513	8743
667	17538	8716
668	17563	8690
669	17589	8663
670	17616	8637
671	17643	8611
672	17667	8584
673	17693	8557
674	17720	8531
675	17744	8504
676	17770	8478
677	17798	8452
678	17822	8425
679	17849	8399
680	17875	8373
681	17904	8348
682	17929	8321
683	17953	8294
684	17979	8268
685	18005	8241
686	18032	8215
687	18059	8189
688	18087	8164
689	18112	8137
690	18137	8110
691	18163	8084
692	18189	8058
693	18215	8031
694	18240	8004
695	18264	7977
696	18288	7950
697	18312	7922
698	18338	7897
699	18365	7870
700	18389	7843
701	18416	7817
702	18441	7791
703	18467	7764
704	18492	7737
705	18517	7711
706	18542	7684
707	18568	7658
708	18595	7632
709	18623	7606
710	18649	7580
711	18677	7554
712	18704	7528
713	18731	7502
714	18756	7476
715	18785	7451
716	18811	7425
717	18835	7397
718	18861	7371
719	18887	7345
720	18915	7319
721	18944	7294
722	18970	7268
723	18998	7242
724	19024	7216
725	19054	7191
726	19081	7165
727	19104	7137
728	19130	7111
729	19157	7085
730	19184	7059
731	19210	7033
732	19237	7007
733	19264	6981
734	19290	6955
735	19314	6928
736	19342	6902
737	19368	6876
738	19396	6850
739	19422	6824
740	19448	6797
741	19473	6771
742	19499	6744
743	19524	6717
744	19548	6691
745	19574	6664
746	19600	6638
747	19624	6611
748	19650	6584
749	19675	6558
750	19701	6532
751	19727	6505
752	19751	6478
753	19779	6453
754	19805	6426
755	19832	6400
756	19858	6374
757	19885	6348
758	19914	6323
759	19940	6297
760	19968	6271
761	19995	6245
762	20022	6219
763	20048	6192
764	20074	6166
765	20097	6139
766	20124	6113
767	20150	6087
768	20175	6060
769	20200	6034
770	20228	6008
771	20255	5982
772	20281	5956
773	20308	5929
774	20334	5903
775	20360	5877
776	20385	5850
777	20412	5824
778	20438	5798
779	20463	5771
780	20489	5745
781	20512	5718
782	20540	5692
783	20566	5666
784	20594	5640
785	20620	5614
786	20645	5587
787	20672	5561
788	20697	5535
789	20724	5509
790	20750	5482
791	20776	5456
792	20804	5430
793	20830	5404
794	20857	5378
795	20883	5352
796	20910	5325
797	20935	5299
798	20961	5273
799	20987	5246
800	21010	5219
801	21038	5193
802	21064	5167
803	21089	5141
804	21114	5114
805	21141	5088
806	21165	5061
807	21191	5035
808	21219	5009
809	21246	4983
810	21273	4957
811	21300	4931
812	21327	4905
813	21352	4879
814	21379	4852
815	21406	4827
816	21433	4800
817	21460	4774
818	21484	4748
819	21509	4721
820	21537	4695
821	21563	4669
822	21589	4643
823	21614	4616
824	21641	4590
825	21666	4564
826	21692	4537
827	21720	4511
828	21748	4486
829	21775	4460
830	21803	4434
831	21829	4407
832	21856	4381
833	21880	4355
834	21907	4329
835	21932	4302
836	21959	4276
837	21986	4250
838	22011	4223
839	22036	4197
840	22063	4171
841	22087	4144
842	22116	4118
843	22140	4092
844	22165	4065
845	22191	4039
846	22219	4013
847	22244	3987
848	22270	3960
849	22295	3934
850	22321	3908
851	22349	3882
852	22375	3856
853	22403	3830
854	22428	3803
855	22453	3777
856	22479	3750
857	22504	3724
858	22531	3698
859	22557	3672
860	22582	3645
861	22607	3619
862	22633	3593
863	22658	3566
864	22683	3540
865	22709	3514
866	22738	3488
867	22765	3462
868	22790	3435
869	22817	3409
870	22842	3383
871	22868	3356
872	22894	3330
873	22920	3304
874	22945	3277
875	22971	3251
876	22997	3225
877	23027	3199
878	23052	3173
879	23079	3147
880	23102	3120
881	23128	3094
882	23154	3068
883	23182	3042
884	23208	3015
885	23235	2989
886	23261	2963
887	23287	2937
888	23315	2911
889	23341	2884
890	23369	2858
891	23396	2832
892	23423	2806
893	23449	2780
894	23476	2754
895	23504	2728
896	23532	2702
897	23560	2676
898	23585	2649
899	23613	2623
900	23639	2597
901	23666	2571
902	23692	2545
903	23718	2518
904	23745	2492
905	23771	2466
906	23797	2440
907	23825	2414
908	23851	2387
909	23878	2361
910	23905	2335
911	23932	2309
912	23958	2283
913	23984	2256
914	24011	2230
915	24038	2204
916	24064	2178
917	24090	2151
918	24117	2125
919	24142	2099
920	24168	2073
921	24197	2047
922	24224	2020
923	24256	1995
924	24280	1968
925	24306	1942
926	24332	1916
927	24358	1889
928	24385	1863
929	24411	1837
930	24437	1811
931	24464	1784
932	24491	1758
933	24518	1732
934	24545	1706
935	24571	1680
936	24597	1653
937	24621	1627
938	24648	1601
939	24673	1574
940	24699	1548
941	24723	1522
942	24748	1495
943	24774	1469
944	24800	1443
945	24827	1417
946	24853	1390
947	24877	1364
948	24905	1338
949	24932	1312
950	24957	1285
951	24984	1259
952	25011	1233
953	25040	1207
954	25065	1181
955	25091	1154
956	25116	1128
957	25142	1102
958	25167	1075
959	25193	1049
960	25220	1023
961	25246	997
962	25274	971
963	25298	944
964	25326	918
965	25350	892
966	25377	866
967	25401	839
968	25428	813
969	25456	787
970	25482	761
971	25508	734
972	25535	708
973	25567	682
974	25599	656
975	25627	630
976	25653	603
977	25680	577
978	25707	551
979	25734	525
980	25765	499
981	25793	472
982	25820	446
983	25852	420
984	25889	394
985	25989	369
986	26018	342
987	26043	316
988	26068	289
989	26093	263
990	26122	237
991	26148	210
992	26173	184
993	26200	158
994	26228	131
995	26253	105
996	26280	79
997	26305	52
998	26332	26
999	26359	0
